"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.33","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.30","","","","2"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.22","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.24","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.33","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.27","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.20","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.20","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.17","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.17","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.14","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.15","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.19","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.21","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.15","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.18","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate per 100,000 population","Rate","257","units","0","v68755447","1.150.2","0.03","","","","2"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","0.00","","","","2"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","125.80","","","","2"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","12.83","","","","2"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-37.49","","","","2"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-18.47","","","","2"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","36.23","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-8.61","","","","2"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-25.16","","","","2"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","6.02","","","","2"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","38.87","","","","2"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-17.43","","","","2"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-26.37","","","","2"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-1.05","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-16.19","","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","3.54","","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-18.13","","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","4.44","","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","29.15","","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","10.19","","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-28.60","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","21.68","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percentage change in rate","Percent","239","units","0","v68755448","1.150.3","-81.10","","","","2"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","","..","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","0","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","0","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Unfounded incidents","Number","223","units","0","v1000179606","1.150.15","0","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","","..","","","2"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","0.00","","","","2"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","0.00","","","","2"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Percent unfounded","Percent","239","units","0","v1000179607","1.150.16","0.00","","","","2"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","19","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","48","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","57","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","33","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","28","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","41","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","37","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","30","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","28","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","48","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","36","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","25","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","26","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","23","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","25","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","19","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","19","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","27","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","25","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","23","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","27","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total cleared","Number","223","units","0","v68755449","1.150.4","5","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","19","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","48","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","55","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","31","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","28","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","40","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","37","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","30","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","27","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","46","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","35","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","25","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","25","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","22","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","25","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","17","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","19","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","26","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","23","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","20","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","24","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared by charge","Number","223","units","0","v68755450","1.150.5","5","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","2","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","2","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","2","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","2","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","1","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","2","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","3","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","3","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Cleared otherwise","Number","223","units","0","v68755451","1.150.6","0","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","19","","","","0"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","46","","","","0"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","55","","","","0"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","31","","","","0"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","26","","","","0"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","47","","","","0"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","35","","","","0"
"2005","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","28","","","","0"
"2006","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","27","","","","0"
"2007","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","43","","","","0"
"2008","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","35","","","","0"
"2009","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","25","","","","0"
"2010","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","26","","","","0"
"2011","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","22","","","","0"
"2012","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","24","","","","0"
"2013","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","17","","","","0"
"2014","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","20","","","","0"
"2015","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","23","","","","0"
"2016","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","22","","","","0"
"2017","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","19","","","","0"
"2018","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","25","","","","0"
"2019","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Total, persons charged","Number","223","units","0","v68755452","1.150.7","5","","","","0"
"1998","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.20","","","","2"
"1999","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.47","","","","2"
"2000","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.56","","","","2"
"2001","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.31","","","","2"
"2002","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.25","","","","2"
"2003","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.45","","","","2"
"2004","Ontario [35]","2016A000235","Operation while impaired causing death (alcohol) [9210]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v68755453","1.150.8","0.33","","","","2"
